2015-11-18 00:02:50 113.87.112.11   browse   danmaku.us Bilibili2.1022 "" "Mozilla/5.0 (Linux; Android 4.4.4; M463C Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36"
2015-11-18 13:40:16 40.77.167.44    browse   danmaku.us Category.动画 "" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
2015-11-18 13:41:21 46.229.164.102  browse   danmaku.us Acfun2.1206 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:42:51 46.229.164.102  browse   danmaku.us Acfun2.GroupFooter "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:44:19 46.229.164.102  diff     danmaku.us Acfun2.1006 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:46:47 46.229.164.99   login    danmaku.us Acfun2.1114 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:46:56 46.229.164.102  diff     danmaku.us Acfun2.1168 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:48:16 46.229.164.102  diff     danmaku.us Site.AllRecentChanges "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:49:31 46.229.164.102  edit     danmaku.us Acfun2.1204 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:50:40 123.125.71.117  browse   direct.danmaku.us Acfun2.1040 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 13:51:15 46.229.164.102  browse   danmaku.us Category.动画 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:52:18 46.229.164.102  browse   danmaku.us Acfun2.1118 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:53:37 46.229.164.102  diff     danmaku.us Acfun2.1002 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:55:04 46.229.164.102  browse   danmaku.us SiteAdmin.AuthList "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 13:58:06 180.76.15.31    browse   danmaku.us Acfun2.1078 "" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
2015-11-18 14:02:33 46.229.164.99   login    danmaku.us Bilibili2.1036 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:06:35 39.187.166.187  browse   danmaku.us . "http://www.baidu.com/link?url=0Y-a9MaD4hI5yUYl7c2Fn8pjeNGgeo6ZYIJ5_pJ5fsK&wd=&eqid=9473b49e000003bd00000003564c1564" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:06:43 39.187.166.187  browse   danmaku.us Acfun2.HomePage "http://danmaku.us/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:06:49 39.187.166.187  browse   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:11 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:25 39.187.166.187  browse   danmaku.us Twodland1.1001 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:29 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:41 39.187.166.187  browse   danmaku.us Bilibili2.1102 "http://www.baidu.com/link?url=XqxwhJ_OfwHFwgZ7oUUOY_cDG5zpx17G0Rhfo2rdrRfOONIkFa4Q-t5gfUY2WS9t&wd=&eqid=9473b49e000003bd00000003564c1564" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:49 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:51 39.187.166.187  browse   danmaku.us AcfunN1.1003 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:56 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:56 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:57 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:07:58 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:02 39.187.166.187  browse   danmaku.us AcfunN1.1003 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:04 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:05 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:05 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:06 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:12 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:15 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:18 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:33 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/Acfun2/1078" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:37 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:50 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/Acfun2/1078?Part=2" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:08:57 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:04 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/Acfun2/1078" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:05 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:07 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:12 39.187.166.187  browse   danmaku.us Bilibili2.1035 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:14 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:16 39.187.166.187  browse   danmaku.us Acfun2.1008 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:22 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:24 39.187.166.187  browse   danmaku.us Twodland1.1001 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:26 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:26 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:26 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:26 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:26 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:31 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:33 39.187.166.187  browse   danmaku.us AcfunN1.1003 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:35 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:35 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:35 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:36 39.187.166.187  browse   danmaku.us AcfunN1.1003 "http://danmaku.us/AcfunN1/1003" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:36 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:52 39.187.166.187  browse   danmaku.us AcfunN1.1003 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:54 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:56 39.187.166.187  browse   danmaku.us Acfun2.1080 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:09:59 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:04 39.187.166.187  browse   danmaku.us Acfun2.1080 "http://danmaku.us/Acfun2/1080" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:07 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_20110209.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:07 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_20110209.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:07 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/player1_20110209.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:16 39.187.166.187  browse   danmaku.us Acfun2.1080 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:17 39.187.166.187  search   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:18 39.187.166.187  browse   danmaku.us Acfun2.HomePage "http://danmaku.us/Acfun2/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:23 39.187.166.187  browse   danmaku.us Acfun2.1209 "http://danmaku.us/Acfun2/HomePage?count=0" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:10:27 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:12:36 46.229.164.99   login    danmaku.us Acfun2.1168 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:14:44 61.135.190.222  browse   danmaku.us Bilibili2.1102 "http://www.baidu.com/s?wd=%B5%AF%C4%BB%DA%A3%7E%C9%D9%D7%B3%B2%BB%C5%AC%C1%A6%2C%D2%BB%C9%FA%D4%DA%C4%DA%B5%D8%7E%7CBilibili2/%A1%BEBadApple%21%21%A1%BF%BB%B9%D3%D0%CA%B2%C3%B4%BF%C9%D2%D4%D7%E8%D6%B9%B0%A2%C8%FD" "Mozilla/5.0 (iPhone; CPU iPhone OS 5_0 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A334 Safari/7534.48.3"
2015-11-18 14:17:30 46.229.164.99   browse   danmaku.us Acfun2.1078 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:18:05 46.229.164.98   diff     danmaku.us Acfun2.1034 "" "Mozilla/5.0 (compatible; SemrushBot/0.99~bl; +http://www.semrush.com/bot.html)"
2015-11-18 14:18:37 39.187.166.187  search   danmaku.us Acfun2.HomePage "" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:18:41 39.187.166.187  browse   danmaku.us AcfunN1.1003 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:18:43 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:18:43 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:18:44 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:18:44 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/AcfunN1/1003" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:18:45 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/ac20120304.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:04 39.187.166.187  search   danmaku.us Acfun2.HomePage "" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:08 39.187.166.187  browse   danmaku.us Twodland1.1001 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:09 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:09 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:10 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:10 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:10 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/2dl20111204.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:12 39.187.166.187  search   danmaku.us Acfun2.HomePage "" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:16 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:24 39.187.166.187  browse   danmaku.us Acfun2.1078 "http://danmaku.us/?n=Acfun2.HomePage&action=search&q=%E7%B7%8B%E8%89%B2%E6%9C%88%E4%B8%8B%E3%80%81%E7%8B%82%E5%92%B2%E3%83%8E%E7%B5%B6" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:25 66.249.75.118   browse   danmaku.us Acfun2.1029 "" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
2015-11-18 14:19:27 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/static/players/mukioplayer.swf" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:19:38 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/Acfun2/1078" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:20:02 39.187.166.187  browse   danmaku.us Acfun2.1078 "" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:20:06 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/Acfun2/1078" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:20:19 39.187.166.187  browse   danmaku.us Main.HomePage "http://danmaku.us/Main/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:20:22 39.187.166.187  browse   danmaku.us Main.FNQ "http://danmaku.us/Main/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:20:26 39.187.166.187  browse   danmaku.us AcfunN1.HomePage "http://danmaku.us/Main/FNQ" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:20:36 61.135.190.223  browse   danmaku.us Bilibili2.1022 "http://www.baidu.com/s?wd=%B5%AF%C4%BB%DA%A3%7E%C9%D9%D7%B3%B2%BB%C5%AC%C1%A6%2C%D2%BB%C9%FA%D4%DA%C4%DA%B5%D8%7E%7CBilibili2/MAD%CC%EC%D4%AA%CD%BB%C6%C6%A1%B8WELCOMETOTHEBLACKPARADE%A1%B9" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36"
2015-11-18 14:20:37 39.187.166.187  browse   danmaku.us Bilibili2.HomePage "http://danmaku.us/AcfunN1/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
2015-11-18 14:20:40 39.187.166.187  browse   danmaku.us Acfun2.HomePage "http://danmaku.us/Bilibili2/HomePage" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:42.0) Gecko/20100101 Firefox/42.0"
